OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
3276,2025/07/10,09847.,A,MI,3GM,GRAND HAVEN MEML AIRPARK,GRAND HAVEN,US,PU,PU,18/36,43.03667752,-86.20145958,43.03102944,-86.20146608,2058,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2007/12/01,8,,,,21487.4296875,1770.30032678853
3277,2025/07/10,09848.,A,MI,4D0,ABRAMS MUNI,GRAND LEDGE,US,PU,PU,09/27,42.77528425,-84.73596122,42.77596055,-84.724078,3200,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2020/02/27,,,,,41406.70703125,2716.02424686109
3278,2025/07/10,09848.,A,MI,4D0,ABRAMS MUNI,GRAND LEDGE,US,PU,PU,18/36,42.77746702,-84.73701466,42.77044441,-84.73705163,2560,120,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2020/02/27,,,,,52985.92578125,2229.52505764889
3279,2025/07/10,09849.,A,MI,Y98,GRAND MARAIS,GRAND MARAIS,US,PU,PU,05/23,46.61711666,-85.92395833,46.62208888,-85.91654166,2600,150,TURF,FAIR,NONE,,,,,,,,,,,,,76787.71875,2440.56177432516
3280,2025/07/10,09849.,A,MI,Y98,GRAND MARAIS,GRAND MARAIS,US,PU,PU,14/32,46.62384444,-85.92381111,46.618325,-85.91607222,2800,100,TURF,FAIR,NONE,,,,,,,,,,,,,55102.94140625,2572.64625396097
3281,2025/07/10,09852.,A,MI,GRR,GERALD R FORD INTL,GRAND RAPIDS,US,PU,PU,08L/26R,42.88883038,-85.54019275,42.89090288,-85.52174847,5001,100,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2016/09/16,110,160,,,86586.61328125,4237.79702028518
3282,2025/07/10,09852.,A,MI,GRR,GERALD R FORD INTL,GRAND RAPIDS,US,PU,PU,08R/26L,42.87663322,-85.54219002,42.88078044,-85.50531063,10001,150,CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/09/16,,190,350,,259652.10546875,8431.9367510445
3283,2025/07/10,09852.,A,MI,GRR,GERALD R FORD INTL,GRAND RAPIDS,US,PU,PU,17/35,42.88953069,-85.51925586,42.86647425,-85.51446402,8501,150,CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/09/16,,190,350,,220716.76171875,7210.3305947421
3284,2025/07/10,09857.,A,MI,GOV,GRAYLING AAF,GRAYLING,US,MR,PU,05/23,44.67917683,-84.73493861,44.6886835,-84.72108486,5000,150,CONC,FAIR,NONE,26,R,C,W,T,MED,3RD PARTY SURVEY,2010/10/25,,,,,137838.96875,4415.26160108042
3285,2025/07/10,09857.,A,MI,GOV,GRAYLING AAF,GRAYLING,US,MR,PU,14/32,44.68167575,-84.73638836,44.67178638,-84.72304591,5005,150,ASPH,GOOD,NONE,77,F,B,W,T,MED,3RD PARTY SURVEY,2010/10/25,,,,,137939.5859375,4419.44905493614
3286,2025/07/10,09863.,A,MI,6D6,GREENVILLE MUNI,GREENVILLE,US,PU,PU,10/28,43.14258883,-85.26137794,43.14167786,-85.24569216,4199,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2007/08/16,23,,,,54988.25390625,3566.09484110912
3287,2025/07/10,09863.,A,MI,6D6,GREENVILLE MUNI,GREENVILLE,US,PU,PU,18/36,43.14449605,-85.25440708,43.13976458,-85.25491938,1730,200,TURF,POOR,NONE,,,,,,,3RD PARTY SURVEY,2007/08/16,,,,,60402.1796875,1615.03279241714
3288,2025/07/10,09863.02,A,MI,02MI,FAIRPLAINS AIRPARK,GREENVILLE,US,PR,PR,09/27,43.156975,-85.152675,43.15703055,-85.14518055,2000,100,TURF,,NONE,,,,,,,,,,,,,34930.73046875,1752.37759129039
3289,2025/07/10,09866.,A,MI,69G,RICHMOND FLD,GREGORY,US,PR,PU,18/36,42.44547222,-84.06452777,42.43869444,-84.06419444,2471,100,TURF,GOOD,NONE,,,,,,,,,,,,,42192.31640625,2128.65071021119
3290,2025/07/10,09879.,A,MI,H80,FIELD OF DREAMS,HALE,US,PR,PU,08/26,44.36386944,-83.76726666,44.36551388,-83.75838055,2400,90,TURF,GOOD,NONE,,,,,,,,,,,,,39270.4140625,2120.46772361867
3291,2025/07/10,09879.7,C,MI,M47,SAGE LAKE,HALE,US,PR,PU,05W/23W,44.34856944,-83.95232222,44.3581,-83.93857777,5000,300,WATER,,NONE,,,,,,,OWNER,2013/10/29,,,,,272590.5078125,4518.40871201493
3292,2025/07/10,09879.7,C,MI,M47,SAGE LAKE,HALE,US,PR,PU,14L/32R,44.35828611,-83.94858611,44.34584722,-83.92973333,6700,300,WATER,,NONE,,,,,,,OWNER,2013/10/29,,,,,365248.6015625,5966.99595277792
3293,2025/07/10,09879.7,C,MI,M47,SAGE LAKE,HALE,US,PR,PU,14R/32L,44.35802777,-83.96260555,44.34541666,-83.94397222,6700,300,WATER,,NONE,,,,,,,OWNER,2013/10/29,,,,,365288.015625,5967.8830633749
3294,2025/07/10,09881.,A,MI,CMX,HOUGHTON COUNTY MEML,HANCOCK,US,PU,PU,07/25,47.16427894,-88.49877736,47.16987827,-88.47955027,5201,100,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2023/09/19,98,149,220,,104476.82421875,4746.63299448386
3295,2025/07/10,09881.,A,MI,CMX,HOUGHTON COUNTY MEML,HANCOCK,US,PU,PU,14/32,47.175317,-88.49887758,47.1636568,-88.47911158,6501,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2023/09/19,144,175,258,,195915.796875,5960.97593013995
3296,2025/07/10,09888.,A,MI,MGN,HARBOR SPRINGS,HARBOR SPRINGS,US,PU,PU,10/28,45.42609922,-84.92151369,45.42486475,-84.90544872,4149,75,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2014/09/25,22,30,,,58689.90234375,3663.3088307228
3297,2025/07/10,09892.,A,MI,4Y9,EAGLES LANDING,HARRIETTA,US,PR,PU,08/26,44.30730555,-85.77580833,44.30828888,-85.76751666,2200,100,TURF,FAIR,NONE,,,,,,,FAA OE/AAA,2023/02/13,,,,,39919.84375,1956.56215098651
3298,2025/07/10,09893.,A,MI,80D,CLARE COUNTY,HARRISON,US,PU,PU,09/27,44.05485,-84.81789166,44.05456111,-84.80875833,2403,100,TURF,POOR,NONE,,,,,,,FAA OE/AAA,2020/01/27,,,,,43241.921875,2120.38333809
3299,2025/07/10,09893.,A,MI,80D,CLARE COUNTY,HARRISON,US,PU,PU,18/36,44.05453611,-84.81299444,44.04636666,-84.81311944,2978,50,ASPH,GOOD,NONE,,,,,,NSTD,FAA OE/AAA,2012/10/31,,,,,26788.14453125,2573.12791630474
3300,2025/07/10,09896.,A,MI,5MI2,HARRISVILLE,HARRISVILLE,US,PU,PR,04/22,44.66573055,-83.3073,44.67070555,-83.30293333,2140,60,TURF,FAIR,NONE,,,,,,,FAA OE/AAA,2004/02/19,,,,,23589.12109375,1887.35348823921
3301,2025/07/10,09901.,A,MI,C04,OCEANA COUNTY,HART/SHELBY,US,PU,PU,09/27,43.64095908,-86.33605475,43.6421903,-86.32294427,3500,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/06/03,12.5,,,,46576.05078125,3006.67502993668
3302,2025/07/10,09901.,A,MI,C04,OCEANA COUNTY,HART/SHELBY,US,PU,PU,15/33,43.64419077,-86.3309468,43.63925819,-86.32583666,2251,100,TURF,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2021/06/03,,,,,39929.1875,1980.85820365673
3303,2025/07/10,09903.,A,MI,9D9,HASTINGS,HASTINGS,US,PU,PU,09/27,42.66526688,-85.35255038,42.66561555,-85.3437153,2380,170,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2018/10/10,,,,,69550.19140625,2111.09238852372
3304,2025/07/10,09903.,A,MI,9D9,HASTINGS,HASTINGS,US,PU,PU,12/30,42.66608708,-85.35256894,42.65867447,-85.33691625,5003,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2018/10/10,20,,,,64494.6796875,4207.2608092028
3305,2025/07/10,09903.,A,MI,9D9,HASTINGS,HASTINGS,US,PU,PU,18/36,42.66575141,-85.34548186,42.660397,-85.34540536,1952,200,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2018/10/10,,,,,67095.6171875,1786.76313792321
3306,2025/07/10,09914.,A,MI,5Y1,ALBERT J LINDBERG,HESSEL,US,PU,PU,09/27,46.03553888,-84.42498888,46.03531944,-84.41040555,3700,60,ASPH,FAIR,NONE,,,,,,MED,,,30,60,,,42841.00390625,3300.34695485959
3307,2025/07/10,09920.,A,MI,Y95,HILLMAN,HILLMAN,US,PU,PU,04/22,45.07911944,-83.93973611,45.08720833,-83.93317777,3400,60,ASPH,FAIR,NONE,,,,,,MED,,,,,,,38028.12890625,2990.7026923475
3308,2025/07/10,09920.,A,MI,Y95,HILLMAN,HILLMAN,US,PU,PU,18/36,45.08726388,-83.94091388,45.07930555,-83.94085277,2900,100,TURF,POOR,NONE,,,,,,,STATE,2009/07/30,,,,,54072.89453125,2595.63066550111
3309,2025/07/10,09923.1,A,MI,JYM,HILLSDALE MUNI,HILLSDALE,US,PU,PU,10/28,41.92172408,-84.59586555,41.9208795,-84.57752961,5000,100,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2011/05/22,36,75,,,83960.08203125,4172.21990882162
3310,2025/07/10,09925.,A,MI,BIV,WEST MICHIGAN RGNL,HOLLAND,US,PU,PU,08/26,42.74131294,-86.11881961,42.7442538,-86.09683722,6002,100,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2009/01/20,75,160,175,,103435.234375,5057.84642664479
3311,2025/07/10,09937.,A,MI,HTL,ROSCOMMON COUNTY/BLODGETT MEML,HOUGHTON LAKE,US,PU,PU,09/27,44.36123702,-84.67395525,44.36145533,-84.65866563,4000,75,ASPH,GOOD,NONE,,,,,,HIGH,3RD PARTY SURVEY,2011/09/29,24,,,,54530.58984375,3468.8084919514
3312,2025/07/10,09937.,A,MI,HTL,ROSCOMMON COUNTY/BLODGETT MEML,HOUGHTON LAKE,US,PU,PU,18/36,44.3602,-84.67541111,44.35416666,-84.67509166,2200,100,TURF,GOOD,NONE,,,,,,,FAA OE/AAA,2016/01/04,,,,,40007.30078125,1965.15863044336
3313,2025/07/10,09938.,A,MI,5Y2,HOUGHTON LAKE STATE,HOUGHTON LAKE HEIGHTS,US,PU,PU,16/34,44.33477777,-84.79280555,44.32769444,-84.78916666,2750,104,TURF,GOOD,NONE,,,,,,,,,,,,,51980.40625,2437.33458560754
3314,2025/07/10,09943.,A,MI,OZW,LIVINGSTON COUNTY SPENCER J HARDY,HOWELL,US,PU,PU,13/31,42.63359166,-83.98958055,42.62526388,-83.97480555,5002,100,CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2005/10/11,100,,,,85898.5625,4226.72688265916
3315,2025/07/10,09945.13,A,MI,MI39,MITCH VEENSTRA,HUDSONVILLE,US,PR,PR,09/27,42.85224722,-85.84136111,42.8522,-85.83688611,1200,75,TURF,FAIR,NONE,,,,,,,OWNER,2017/10/28,,,,,15567.29296875,1058.90607537402
3316,2025/07/10,09953.,A,MI,Y65,CAMPBELL-PRATT,INDIAN RIVER,US,PU,PU,10/28,45.40676388,-84.60418888,45.40557777,-84.59261111,3005,50,ASPH,GOOD,NONE,,,,,,LOW,FAA OE/AAA,2022/02/22,,,,,28316.8671875,2648.44267878384
3317,2025/07/10,09955.,A,MI,Y88,GREEN LAKE,INTERLOCHEN,US,PU,PU,05/23,44.60369444,-85.76180555,44.60866666,-85.75361111,2800,170,TURF,FAIR,NONE,,,,,,,,,,,,,87259.96875,2542.72193645547
3318,2025/07/10,09955.,A,MI,Y88,GREEN LAKE,INTERLOCHEN,US,PU,PU,16/34,44.60714444,-85.75625,44.60269444,-85.75430555,1700,170,TURF,FAIR,NONE,,,,,,,,,,,,,52960.359375,1602.70594628312
3319,2025/07/10,09959.,A,MI,Y70,IONIA COUNTY,IONIA,US,PU,PU,10/28,42.9379478,-85.07107769,42.93781913,-85.05502813,4298,75,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2009/09/11,19,,,,55906.33984375,3636.05135134628
3320,2025/07/10,09959.,A,MI,Y70,IONIA COUNTY,IONIA,US,PU,PU,18/36,42.94381738,-85.05807161,42.93212786,-85.05807161,4261,340,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2009/09/11,,,,,251221.2734375,3837.61430010914
3321,2025/07/10,09962.,A,MI,IMT,FORD,IRON MOUNTAIN KINGSFORD,US,PU,PU,01/19,45.81051466,-88.11513947,45.82818438,-88.11173422,6502,150,ASPH,GOOD,PFC,50,F,A,X,T,HIGH,3RD PARTY SURVEY,2023/01/19,100,100,190,,186507.64453125,5826.44028121144
3322,2025/07/10,09962.,A,MI,IMT,FORD,IRON MOUNTAIN KINGSFORD,US,PU,PU,13/31,45.82015238,-88.12199011,45.81316916,-88.11087911,3810,75,ASPH,FAIR,PFC,55,F,A,X,T,MED,3RD PARTY SURVEY,2023/01/19,30,50,80,,54632.65625,3396.61873953208
3323,2025/07/10,09965.,A,MI,Y73,STAMBAUGH,IRON RIVER,US,PU,PU,17/35,46.08152777,-88.63611111,46.07611111,-88.63488888,2000,40,ASPH,FAIR,NONE,,,,,,NSTD,FAA OE/AAA,2018/04/17,,,,,15438.65234375,1794.78654204238
3324,2025/07/10,09968.,A,MI,IWD,GOGEBIC/IRON COUNTY,IRONWOOD,US,PU,PU,09/27,46.52751266,-90.14430902,46.5274488,-90.11847997,6502,100,ASPH,EXCELLENT,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2020/11/16,85,150,280,,127562.0625,5839.32021686087
3325,2025/07/10,09977.,A,MI,JXN,JACKSON COUNTY/REYNOLDS FLD,JACKSON,US,PU,PU,07/25,42.25792805,-84.4710998,42.2636118,-84.45287608,5351,100,ASPH,EXCELLENT,GRVD,30,F,C,X,U,HIGH,3RD PARTY SURVEY,2017/11/30,76,100,180,,90810.9375,4485.37078424646
3326,2025/07/10,09977.,A,MI,JXN,JACKSON COUNTY/REYNOLDS FLD,JACKSON,US,PU,PU,14/32,42.26376727,-84.4677163,42.25624241,-84.45696325,4000,100,ASPH,GOOD,GRVD,16,F,C,X,U,MED,3RD PARTY SURVEY,2017/11/30,42,62,115,,67874.890625,3377.18234817437
3327,2025/07/10,09978.,A,MI,08C,RIVERVIEW,JENISON,US,PR,PU,14/32,42.94078763,-85.81054688,42.93265761,-85.80095808,3920,49,ASPH,FAIR,NONE,,,,,,MED,,,,,,,33318.76953125,3307.34346312266
3328,2025/07/10,09981.55,A,MI,79MI,DAVIS FLD,JEROME,US,PR,PR,18/36,42,-84.47638888,41.99588333,-84.47638888,1500,75,TURF,,NONE,,,,,,,OWNER,2020/07/22,,,,,18939.39453125,1294.7023999968
3329,2025/07/10,09986.,A,MI,AZO,KALAMAZOO/BATTLE CREEK INTL,KALAMAZOO,US,PU,PU,05/23,42.23487983,-85.55806838,42.24155847,-85.54910086,3438,100,ASPH,FAIR,GRVD,,,,,,MED,3RD PARTY SURVEY,2016/06/30,30,45,60,,58312.7890625,2914.2781117585
3330,2025/07/10,09986.,A,MI,AZO,KALAMAZOO/BATTLE CREEK INTL,KALAMAZOO,US,PU,PU,09/27,42.23393305,-85.55813513,42.23392322,-85.54779655,2800,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2016/06/30,30,60,,,28488.71875,2351.28043840385
3331,2025/07/10,09986.,A,MI,AZO,KALAMAZOO/BATTLE CREEK INTL,KALAMAZOO,US,PU,PU,17/35,42.24137122,-85.55173402,42.22374491,-85.54801797,6502,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/06/30,85,121,240,,165381.921875,5487.59076555703
3332,2025/07/10,09986.01,C,MI,11C,SKYYHARBOUR,KALAMAZOO,US,PR,PU,05W/23W,42.16429722,-85.56058333,42.17538611,-85.54208611,6440,200,WATER,,NONE,,,,,,,OWNER,2021/05/26,,,,,217985.82421875,5461.34979682726
3333,2025/07/10,09986.01,C,MI,11C,SKYYHARBOUR,KALAMAZOO,US,PR,PU,18W/36W,42.1891,-85.55079166,42.16736666,-85.55079166,7920,200,WATER,,NONE,,,,,,,OWNER,2021/05/26,,,,,268151.83984375,6693.69150006671
3334,2025/07/10,09989.1,A,MI,Y89,KALKASKA CITY,KALKASKA,US,PU,PU,10/28,44.72618611,-85.20987777,44.72419166,-85.19670277,3500,75,ASPH,GOOD,NONE,,,,,,MED,,,,,,,48324.984375,3063.56304830842
3335,2025/07/10,09994.1,A,MI,Y91,HOME ACRES SKY RANCH,LAKE CITY,US,PR,PU,09/27,44.32004444,-85.17529722,44.31986111,-85.16066666,3830,160,TURF,GOOD,NONE,,,,,,LOW,,,,,,,111234.66796875,3394.40771875049
3336,2025/07/10,09994.1,A,MI,Y91,HOME ACRES SKY RANCH,LAKE CITY,US,PR,PU,18/36,44.32391388,-85.173525,44.31691666,-85.173525,2550,150,TURF,GOOD,NONE,,,,,,LOW,,,,,,,69461.13671875,2305.06500000157
3337,2025/07/10,09998.,A,MI,D15,LAKE ISABELLA/CAL BREWER MEML,LAKE ISABELLA,US,PU,PU,11/29,43.64503611,-84.98675555,43.64390277,-84.977175,2582,50,ASPH,GOOD,NONE,,,,,,LOW,,,,,,,22800.7890625,2203.51488573568
3338,2025/07/10,10000.05,U,MN,31MN,KRUGER AVIATION,PINE ISLAND,US,PR,PR,01/19,44.13388888,-92.69638888,44.13722222,-92.69583333,1224,75,TURF,,NONE,,,,,,,ADO,2023/04/27,,,,,16559.5703125,1105.02419371136
3339,2025/07/10,10005.,A,MI,13C,LAKEVIEW/GRIFFITH FLD,LAKEVIEW,US,PU,PU,10/28,43.45214308,-85.27121322,43.45233925,-85.25804008,3499,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2010/10/27,12,,,,46277.88671875,2996.57480025008
3340,2025/07/10,10007.,A,MI,DUH,TOLEDO SUBURBAN,LAMBERTVILLE,US,PR,PU,09/27,41.73550277,-83.66456944,41.73621666,-83.64698333,4807,50,ASPH,GOOD,NONE,,,,,,NSTD,STATE,2007/10/17,,,,,40130.7734375,3962.08050302133
3341,2025/07/10,10010.,A,MI,LAN,CAPITAL REGION INTL,LANSING,US,PU,PU,06/24,42.77316727,-84.60104536,42.78142305,-84.58615841,5003,120,ASPH,FAIR,GRVD,45,R,C,X,T,MED,3RD PARTY SURVEY,2023/05/06,45,65,100,,103580.08984375,4253.79968736301
3342,2025/07/10,10010.,A,MI,LAN,CAPITAL REGION INTL,LANSING,US,PU,PU,10L/28R,42.78192013,-84.58497516,42.78181188,-84.57156297,3601,75,ASPH,FAIR,NONE,70,F,B,Y,U,,3RD PARTY SURVEY,2023/05/06,12,,,,46602.87109375,3048.68016891746
3343,2025/07/10,10010.,A,MI,LAN,CAPITAL REGION INTL,LANSING,US,PU,PU,10R/28L,42.77820325,-84.60105438,42.77795436,-84.56937502,8506,150,ASPH,FAIR,GRVD,90,R,B,W,T,HIGH,3RD PARTY SURVEY,2023/05/06,100,175,300,,220136.65625,7178.30352269711
3344,2025/07/10,10013.,A,MI,D95,DUPONT/LAPEER,LAPEER,US,PU,PU,09/27,43.06520613,-83.27370352,43.06542722,-83.26667855,1879,150,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2009/12/14,,,,,49083.78125,1690.89800427559
3345,2025/07/10,10013.,A,MI,D95,DUPONT/LAPEER,LAPEER,US,PU,PU,18/36,43.07226611,-83.27251958,43.06184972,-83.27189658,3800,75,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2011/09/06,,,,,49636.11328125,3239.94255747549
3346,2025/07/10,10015.275,A,MI,MI56,DUNE BIRD,LELAND,US,PR,PR,18/36,45.06030277,-85.69537777,45.05788888,-85.69527222,880,150,TURF,,NONE,,,,,,,OWNER,2022/01/05,,,,,24592.421875,890.415562582582
3347,2025/07/10,10022.1,A,MI,88MI,EAGLE II,LEWISTON,US,PR,PR,18/36,44.81341944,-84.27723888,44.79965277,-84.27515555,5047,75,ASPH,POOR,NONE,,,,,,MED,,,15,,,,69882.3515625,4409.16364052853
3348,2025/07/10,10022.11,A,MI,MI55,TWIN LAKES,LEWISTON,US,PR,PR,04/22,44.89102222,-84.30114722,44.89722222,-84.29477222,2800,100,TURF,,NONE,,,,,,,OWNER,2021/06/15,,,,,51834.39453125,2496.66137692232
3349,2025/07/10,10022.11,A,MI,MI55,TWIN LAKES,LEWISTON,US,PR,PR,17/35,44.89488611,-84.30105277,44.89056944,-84.29995,1600,100,TURF,,NONE,,,,,,,OWNER,2021/06/15,,,,,29611.65234375,1464.55885929451
3350,2025/07/10,10022.5,A,MI,7MI,FLUGPLATZ,LEXINGTON,US,PR,PU,09/27,43.341125,-82.55551388,43.34236111,-82.54105555,3873,80,TURF,GOOD,NONE,,,,,,,OWNER,2010/06/03,,,,,54439.88671875,3308.33931787301
3351,2025/07/10,10023.9,A,MI,9G2,PRICES,LINDEN,US,PR,PU,09/27,42.80755836,-83.77641561,42.80769005,-83.76151438,3999,75,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2014/10/04,,,,,51798.68359375,3380.28406617592
3352,2025/07/10,10033.,A,MI,24C,LOWELL CITY,LOWELL,US,PU,PU,06/24,42.95331388,-85.35123888,42.95596111,-85.34181944,2700,100,TURF,FAIR,NONE,,,,,,,STATE,2002/04/16,,,,,46851.078125,2329.85259191426
3353,2025/07/10,10033.,A,MI,24C,LOWELL CITY,LOWELL,US,PU,PU,12/30,42.95678888,-85.35009444,42.95418333,-85.34188611,2394,48,ASPH,EXCELLENT,NONE,,,,,,LOW,,,,,,,19939.37109375,2032.01424722289
3354,2025/07/10,10033.,A,MI,24C,LOWELL CITY,LOWELL,US,PU,PU,15/33,42.95604444,-85.34551111,42.95128888,-85.34225555,1940,100,TURF,FAIR,NONE,,,,,,,STATE,,,,,,33663.1796875,1701.2457148337
3355,2025/07/10,10034.,A,MI,LDM,MASON COUNTY,LUDINGTON,US,PU,PU,01/19,43.95917775,-86.413027,43.96878263,-86.41264383,3503,75,ASPH,GOOD,PFC,,,,,,MED,3RD PARTY SURVEY,2020/06/12,19,,,,47121.94921875,3035.59342334536
3356,2025/07/10,10034.,A,MI,LDM,MASON COUNTY,LUDINGTON,US,PU,PU,08/26,43.95928427,-86.4134545,43.96374752,-86.39548911,5003,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2020/06/12,25,41,,,67291.47265625,4294.94239657951
3357,2025/07/10,10034.5,A,MI,95MI,EVAD ENTERPRISES LLC,LUTHER,US,PR,PR,12/30,44.08974166,-85.73735305,44.08431,-85.72413,4000,80,TURF,,NONE,,,,,,,OWNER,2004/11/18,,,,,57621.8828125,3459.33910788193
3358,2025/07/10,10035.,A,MI,MI45,LOST CREEK,LUZERNE,US,PU,PR,05/23,44.65804444,-84.24013888,44.66291666,-84.23513888,2200,100,TURF,GOOD,NONE,,,,,,,,,,,,,40435.890625,1973.78192509201
3359,2025/07/10,10035.,A,MI,MI45,LOST CREEK,LUZERNE,US,PU,PR,18/36,44.66324444,-84.23680555,44.65611111,-84.23680555,2600,100,TURF,GOOD,NONE,,,,,,,,,,,,,47759.5859375,2318.33210000466
3360,2025/07/10,10037.,A,MI,MCD,MACKINAC ISLAND,MACKINAC ISLAND,US,PU,PU,08/26,45.86376111,-84.64373888,45.86620555,-84.63045277,3501,75,ASPH,GOOD,PFC,,,,,,MED,ARPTS CONTRACTOR,2012/10/31,13,,,,50285.8515625,3125.25445592745
3361,2025/07/10,10045.,A,MI,D90,MANCELONA MUNI,MANCELONA,US,PU,PU,10/28,44.92255555,-85.06927777,44.92141944,-85.06153611,2050,120,TURF,GOOD,NONE,,,,,,,,,,,,,45534.21875,1863.69875304148
3362,2025/07/10,10045.,A,MI,D90,MANCELONA MUNI,MANCELONA,US,PU,PU,18/36,44.92933333,-85.06894444,44.92000555,-85.06905555,3400,140,TURF,GOOD,NONE,,,,,,,,,,,,,88241.390625,3053.52185144391
3363,2025/07/10,10046.01,A,MI,75G,ROSSETTIE,MANCHESTER,US,PR,PU,18/36,42.1985,-84.03094444,42.19169444,-84.03077777,2480,100,TURF,FAIR,NONE,,,,,,NSTD,,,,,,,42013.78125,2127.6571265925
3364,2025/07/10,10049.,A,MI,MBL,MANISTEE COUNTY/BLACKER,MANISTEE,US,PU,PU,01/19,44.26839355,-86.2522138,44.27585422,-86.25195522,2721,75,ASPH,GOOD,NONE,6,F,A,X,T,MED,3RD PARTY SURVEY,2019/11/16,25.5,,,,36981.5546875,2384.23934041782
3365,2025/07/10,10049.,A,MI,MBL,MANISTEE COUNTY/BLACKER,MANISTEE,US,PU,PU,10/28,44.27282119,-86.25483388,44.27244491,-86.23384002,5501,100,ASPH,EXCELLENT,PFC,30,F,A,X,T,HIGH,3RD PARTY SURVEY,2019/11/16,83,126,,,99695.1328125,4760.80686373885
3366,2025/07/10,10052.,A,MI,ISQ,SCHOOLCRAFT COUNTY,MANISTIQUE,US,PU,PU,01/19,45.97057288,-86.17055363,45.97743066,-86.17070711,2501,50,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2008/09/21,26,45,,,24048.63671875,2240.94349456598
3367,2025/07/10,10052.,A,MI,ISQ,SCHOOLCRAFT COUNTY,MANISTIQUE,US,PU,PU,10/28,45.97497516,-86.18225422,45.97495183,-86.16258458,5001,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2008/09/21,26,45,,,96177.77734375,4467.08401282007
3368,2025/07/10,10056.11,A,MI,67MI,PINELLI,MARCELLUS,US,PR,PR,09/27,41.99786944,-85.855875,41.99788055,-85.85109166,1300,60,TURF-DIRT,,NONE,,,,,,,,,,,,,13132.46875,1114.28873824712
3369,2025/07/10,10058.,A,MI,76G,MARINE CITY,MARINE CITY,US,PR,PU,04/22,42.71779444,-82.59926388,42.72496388,-82.59326666,3070,60,ASPH,GOOD,NONE,,,,,,NSTD,STATE,2022/03/09,,,,,31723.66796875,2599.93802852453
3370,2025/07/10,10062.11,A,MI,77G,MARLETTE TOWNSHIP,MARLETTE,US,PU,PU,01/19,43.30869586,-83.09204658,43.31827736,-83.09117591,3500,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2018/05/17,,,,,46084.23046875,3000.94547840516
3371,2025/07/10,10062.11,A,MI,77G,MARLETTE TOWNSHIP,MARLETTE,US,PU,PU,10/28,43.31026116,-83.09741116,43.31035441,-83.08315438,3795,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2008/10/23,,,,,49960.4921875,3237.20044463956
